"PrincipalAquifer","SuCode","State","STAID","DATES","NAWQA_ID","R65064","P65064","R65065","P65065","R65066","P65066","R65067","P65067","R65068","P65068","R65069","P65069","R65070","P65070","R65072","P65072","R61678","P61678","R65078","P65078","R65080","P65080","R61679","P61679","R65084","P65084","R61680","P61680","R65085","P65085","R61682","P61682","R61683","P61683","R65087","P65087","R65088","P65088","R65089","P65089","R65090","P65090","R65091","P65091","R61685","P61685","R65093","P65093","R65098","P65098"
"Southeastern Coastal Plain aquifer system","secppas1","MS",332958089041701,"8/28/2013","SECPPAS1-BW-16","<","9","<","5","<","8","<","19","<","6","<","6","<","4","<","4","<","50","<","3","<","206","<","17","<","11","<","22","<","3","<","19","<","20","<","6","<","10","<","500","NA","1.8343","<","18","<","14","<","500","<","4.3628"
"Biscayne aquifer","biscpas1","FL",260056080125501,"8/29/2016","BISCPAS1-18","<","50","<","6.8","<","8","<","19","<","50","<","5.6","<","5","<","3","<","50","<","2.8","<","250","<","50","<","11","<","22","NA","3.4513","<","18","<","20","<","5.4","<","8.4","NA","NA","<","9","<","50","<","12","<","500","<","10"
"Columbia Plateau basin-fill and basaltic-rock aquifers","clptpas1","WA",470727119113401,"7/28/2016","CLPTPAS1-22","<","7","<","6.8","<","8","<","19","<","10","<","5.6","<","5","<","3","<","50","<","2.8","<","206","<","17","<","11","<","22","<","3.6","<","18","<","20","<","5.4","<","8.4","NA","NA","<","9","<","50","<","12","<","500","<","10"
"Miss. Embayment-TX Coastal Uplands aquifer system","metxpas1","TN",355305088534801,"6/10/2014","METXPAS1-55","<","10","<","19.4","<","8","<","50","<","50","<","6","<","4","<","4","<","50","<","3","<","206","<","17","<","11","<","22","<","3","<","19","NA","1.4427","<","6","<","10","NA","NA","<","9","<","50","<","14","<","500","<","10"
"Piedmont and Blue Ridge crystalline-rock aquifers","piedpas1","VA",384326077231801,"8/14/2014","PIEDPAS1-56","<","25","<","5","<","8","<","19","<","25","<","6","<","4","<","4","<","50","<","3","<","206","<","17","<","11","<","22","NA","0.1592","<","19","<","20","<","6","<","10","NA","NA","<","9","<","25","<","14","<","500","<","3"
"Basin and Range carbonate-rock aquifers","bnrcpas1","UT",414607111463001,"7/21/2015","BNRCPAS1-10","<","10","<","5","<","8","<","19","<","10","<","6","<","4","<","4","<","50","<","3","<","206","<","17","<","11","<","22","<","3","<","19","<","20","<","6","<","10","NA","NA","<","9","<","18","<","14","<","500","<","3"
"Edwards-Trinity aquifer system","edtrpas1","TX",305112100354501,"6/29/2017","EDTRPAS1-69","<","25","<","6.8","<","8","<","19","<","25","<","5.6","<","5","<","3","<","50","<","2.8","<","206","<","25","<","11","<","25","<","3.6","<","18","<","20","<","5.4","<","8.4","NA","NA","<","9","<","50","<","12","<","500","<","10"
"Southeastern Coastal Plain aquifer system","secppas1","MS",341359089062201,"7/23/2013","SECPPAS1-BW-11","<","9","<","5","<","8","<","19","<","6","<","6","<","4","<","4","<","50","<","3","<","206","<","17","<","11","<","22","<","3","<","19","<","20","<","6","<","10","<","500","NA","1.0612","<","50","<","14","<","500","<","3"
"Miss. Embayment-TX Coastal Uplands aquifer system","metxpas1","TX",290847098083801,"8/13/2015","METXPAS1-84","<","9","<","5","<","8","<","19","<","50","<","6","<","4","<","4","<","50","<","3","<","206","<","50","<","11","<","50","<","3","<","19","<","20","<","6","<","10","NA","NA","<","9","<","50","<","14","<","500","<","50"
"Miss. Embayment-TX Coastal Uplands aquifer system","metxpas1","AR",333944092430401,"7/24/2014","METXPAS1-03","<","25","<","5","<","8","<","19","<","25","<","6","<","4","<","5","<","50","<","3","<","250","<","17","<","11","<","25","<","3","<","25","<","20","<","6","<","10","NA","NA","<","9","<","25","<","14","<","500","<","5"
"Northern Atlantic Coastal Plain aquifer system","nacppas2","NC",354953076484101,"9/23/2013","NACPPAS2A-21","<","9","<","5","<","8","<","19","<","10","<","6","<","4","<","4","<","50","<","3","<","206","<","17","<","11","<","22","<","3","<","19","<","20","<","6","<","10","<","500","<","9","<","50","<","14","NA","NA","<","10"
"Southeastern Coastal Plain aquifer system","secppas1","GA",320310084474201,"9/19/2013","SECPPAS1-C-08","<","9","<","5","<","8","<","19","<","10","<","6","<","4","<","4","<","50","<","3","<","206","<","17","<","11","<","22","NA","25.3728","<","19","<","20","<","6","<","10","<","500","<","9","<","50","<","14","NA","NA","<","10"
"Basin and Range aquifers","bnrfpas1","NV",392933117061701,"9/3/2013","BNRFPAS1-24","<","9","<","5","<","8","<","19","<","6","<","6","<","4","<","4","<","50","<","3","<","206","<","17","<","11","<","22","<","3","<","19","<","20","<","6","<","10","<","500","<","9","<","18","<","14","<","500","<","7.2612"
"Columbia Plateau basin-fill and basaltic-rock aquifers","clptpas1","WA",465152118383801,"7/12/2016","CLPTPAS1-09","<","7","NA","7.3411","<","8","<","19","<","50","<","5.6","<","5","<","3","<","50","<","2.8","<","206","<","17","<","11","<","22","<","3.6","<","18","<","20","<","5.4","<","8.4","NA","NA","<","9","<","50","<","12","<","500","<","10"
"Glacial aquifer system","glacpas1","SD",442209100225001,"8/11/2014","GLACPAS1-41","<","25","<","5","<","8","<","19","<","25","<","6","<","4","<","4","<","50","<","3","<","206","<","17","<","11","<","22","<","3","<","19","<","20","<","6","<","10","NA","NA","<","9","<","25","<","14","<","500","<","3"
"Miss. Embayment-TX Coastal Uplands aquifer system","metxpas1","TX",285513099492801,"7/28/2015","METXPAS1-72","<","9","<","5","<","8","<","19","<","10","<","6","<","4","<","4","<","50","<","3","<","206","<","17","<","11","<","22","<","3","<","19","<","20","<","6","<","10","NA","NA","<","9","<","18","<","14","<","500","<","3"
"Coastal lowlands aquifer system","clowpas1","LA",304612089512401,"8/6/2013","CLOWPAS1-33","<","9","<","5","<","8","<","19","<","6","<","6","<","4","<","4","<","50","<","3","<","206","<","17","<","11","<","22","<","3","<","19","<","20","<","6","<","10","<","500","<","9","<","50","<","14","<","500","<","3"
"Columbia Plateau basin-fill and basaltic-rock aquifers","clptpas1","WA",465543119081921,"7/11/2016","CLPTPAS1-08","<","7","<","6.8","<","8","<","19","<","50","<","5.6","<","5","<","3","<","50","<","2.8","<","206","<","17","<","11","<","22","<","3.6","<","18","<","20","<","5.4","<","8.4","NA","NA","<","9","<","50","<","12","<","500","<","10"
"Rio Grande aquifer system","rgaqpas1","NM",354247105582001,"6/10/2014","RGAQPAS1-10","<","10","<","5","<","8","<","50","<","50","<","6","<","4","<","4","<","50","<","3","<","206","<","17","<","11","<","22","<","3","<","19","<","20","<","6","<","10","NA","NA","<","9","<","50","<","14","<","500","<","10"
"Southeastern Coastal Plain aquifer system","secppas1","AL",314038085365401,"8/26/2013","SECPPAS1-C-44","<","9","<","5","<","10","<","19","<","6","<","6","<","4","<","4","<","50","<","3","<","250","<","50","<","11","<","22","<","3","<","19","<","20","<","6","<","10","<","500","<","9","<","18","<","14","<","500","<","3"
"Edwards-Trinity aquifer system","edtrpas1","TX",300906102243501,"6/26/2017","EDTRPAS1-66","<","25","<","6.8","<","8","<","19","<","10","<","5.6","<","5","<","3","<","50","<","2.8","<","206","<","17","<","11","<","22","NA","134.554","<","18","<","20","<","5.4","<","8.4","NA","NA","<","9","<","50","<","12","<","500","<","10"
"Biscayne aquifer","biscpas1","FL",254938080170902,"6/15/2016","BISCPAS1-25","<","9","NA","3.4394","<","8","<","19","<","10","<","6","<","4","<","4","<","50","<","3","<","206","<","17","<","11","<","22","NA","13.8934","<","19","<","20","<","6","<","10","NA","NA","<","9","<","18","<","14","<","500","<","3"
"Glacial aquifer system","glacpas1","IN",402600086540006,"4/23/2014","GLACPAS1-U24","<","10","NA","9.5839","<","8","<","19","<","50","<","6","<","4","<","4","<","50","<","3","<","206","<","17","<","11","<","22","<","3","NA","3.1947","<","20","<","6","<","10","<","500","<","9","<","50","<","14","<","500","<","10"
"Colorado Plateaus aquifers","coplpas1","UT",383655109364001,"7/18/2017","COPLPAS1-21","<","10","<","6.8","<","8","<","50","<","25","<","5.6","<","5","<","3","<","50","<","2.8","<","206","<","17","<","11","<","22","<","3.6","<","18","<","20","<","5.4","<","8.4","NA","NA","<","9","<","50","<","12","<","500","<","10"
"Piedmont and Blue Ridge crystalline-rock aquifers","piedpas1","GA",344713084224601,"8/28/2014","PIEDPAS1-44","<","9","<","19.4","<","8","<","100","<","6","<","6","<","4","<","4","<","50","<","3","<","206","<","17","<","11","<","22","<","3","<","19","<","20","<","6","<","10","NA","NA","<","9","<","18","<","14","<","500","<","3"
"Glacial aquifer system","glacpas1","IN",400100086020001,"9/3/2013","GLACPAS1-73","<","9","<","5","<","8","<","19","<","6","<","6","<","4","<","4","<","50","<","3","<","206","<","17","<","11","<","22","<","3","<","19","<","20","<","6","<","10","<","500","<","9","<","18","<","14","<","500","<","4.8101"
"Basin and Range aquifers","bnrfpas1","CA",324416114381701,"6/26/2013","BNRFPAS1-08","<","9","<","5","<","8","<","19","<","50","<","6","<","4","<","4","<","50","<","3","<","206","<","17","<","11","<","22","<","3","<","19","<","20","<","6","<","10","<","500","<","9","<","50","<","14","NA","NA","<","5.1102"
"Edwards-Trinity aquifer system","edtrpas1","TX",300848102254401,"6/27/2017","EDTRPAS1-67","<","25","<","6.8","<","8","<","19","<","10","<","5.6","<","5","<","3","<","50","<","2.8","<","206","<","17","<","11","<","22","<","3.6","<","18","<","20","<","5.4","<","8.4","NA","NA","<","9","<","50","<","12","<","500","<","10"
"Northern Atlantic Coastal Plain aquifer system","nacppas2","VA",365751076363001,"11/5/2013","NACPPAS2B-28","<","10","<","5","<","8","<","19","<","6","<","6","<","4","<","4","<","50","<","3","<","206","<","17","<","11","<","22","<","3","<","19","<","20","<","6","<","10","<","500","<","9","<","50","<","14","NA","NA","<","3"
"Coastal lowlands aquifer system","clowpas1","TX",272638098532301,"9/17/2013","CLOWPAS1-22","<","10","<","5","<","8","<","19","<","10","<","6","<","4","<","4","<","50","<","3","<","206","<","17","<","11","<","22","<","3","<","19","<","20","<","10","<","10","<","500","<","9","<","50","<","14","<","500","<","10"
"Basin and Range aquifers","bnrfpas1","AZ",353232114200501,"8/27/2013","BNRFPAS1-64","<","9","<","5","<","10","<","19","<","6","<","6","<","4","<","4","<","50","<","3","<","250","<","50","<","11","<","22","<","3","<","19","<","20","<","6","<","10","<","500","<","9","<","18","<","14","<","500","<","3"
"Edwards-Trinity aquifer system","edtrpas1","TX",314951098471801,"1/26/2017","EDTRPAS1-27","<","7","<","6.8","<","8","<","19","<","10","<","5.6","<","5","<","10","<","50","<","5","<","206","<","17","<","11","<","22","<","3.6","<","18","<","20","<","5.4","<","8.4","NA","NA","<","9","<","50","<","12","<","500","<","10"
"Piedmont and Blue Ridge crystalline-rock aquifers","piedpas1","NC",350844082493101,"8/14/2014","PIEDPAS1-13","<","9","<","5","<","8","<","19","<","6","<","6","<","4","<","4","<","50","<","3","<","206","<","17","<","11","<","22","<","3","<","19","<","20","<","6","<","10","NA","NA","<","9","<","50","<","14","<","500","<","3"
"Columbia Plateau basin-fill and basaltic-rock aquifers","clptpas1","ID",461444116355301,"8/3/2016","CLPTPAS1-59","<","7","<","6.8","<","8","<","19","<","10","<","6","<","4","<","4","<","50","<","3","<","206","<","17","<","11","<","22","<","3","<","18","<","20","<","6","<","10","NA","NA","<","9","<","50","<","12","<","500","<","10"
"Coastal lowlands aquifer system","clowpas1","TX",271505098073401,"9/19/2013","CLOWPAS1-24","<","9","<","5","<","8","<","19","<","10","<","6","<","4","<","4","<","50","<","3","<","206","<","17","<","11","<","22","<","3","<","19","<","20","<","6","<","10","<","500","<","9","<","50","<","14","NA","NA","<","10"
"Basin and Range aquifers","bnrfpas1","CA",331211116185101,"6/17/2013","BNRFPAS1-05","<","50","<","5","<","50","<","19","<","50","<","6","<","4","<","4","<","50","<","5","<","250","<","17","<","50","<","22","<","3","<","50","<","20","<","6","<","10","<","500","<","9","<","50","<","14","<","500","<","3"
"Glacial aquifer system","glacpas1","OH",394257082362603,"8/13/2013","GLACPAS1-90","<","9","NA","0.208","<","8","<","19","<","6","<","6","<","4","<","4","<","50","<","3","<","206","<","17","<","11","<","22","<","3","<","19","<","20","<","6","<","10","<","500","<","9","<","50","NA","3.5938","<","500","<","3"
"Edwards-Trinity aquifer system","edtrpas1","TX",304713103013701,"6/12/2017","EDTRPAS1-62","<","25","<","6.8","<","8","<","19","<","25","<","5.6","<","5","<","3","<","50","<","2.8","<","206","<","25","<","11","<","22","<","3.6","<","25","<","20","<","5.4","<","8.4","NA","NA","<","9","<","50","<","12","<","500","<","10"
"Biscayne aquifer","biscpas1","FL",260820080141001,"6/22/2016","BISCPAS1-13","<","10","<","6.8","<","8","<","19","<","10","<","5.6","<","5","<","5","<","50","<","2.8","<","206","<","17","<","11","<","25","NA","3.3799","<","18","<","20","<","5.4","<","8.4","NA","NA","<","9","<","50","<","12","<","500","<","10"
"Coastal lowlands aquifer system","clowpas1","MS",313400091210001,"5/30/2013","CLOWPAS1-47","<","50","<","5","<","10","<","19","<","6","<","6","<","4","<","4","<","50","<","3","<","206","<","17","<","11","<","22","<","3","<","19","<","50","<","6","<","10","NA","NA","<","9","<","50","<","14","<","500","<","50"
"Colorado Plateaus aquifers","coplpas1","UT",373602109583701,"8/3/2017","COPLPAS1-25","<","25","<","6.8","<","8","<","19","<","10","<","5.6","<","5","<","3","<","50","<","2.8","<","206","<","17","<","11","<","22","<","3.6","<","18","<","20","<","5.4","<","8.4","NA","NA","<","9","<","50","<","12","<","500","<","10"
"Miss. Embayment-TX Coastal Uplands aquifer system","metxpas1","TX",300603097170301,"9/3/2015","METXPAS1-92","<","10","<","5","<","8","<","19","<","50","<","6","<","5","<","4","<","50","<","11.2338","<","206","<","17","<","11","<","22","<","3","<","19","<","20","<","6","<","10","NA","NA","<","9","<","50","<","14","<","500","<","3"
"Southeastern Coastal Plain aquifer system","secppas1","SC",332036079244009,"7/17/2013","SECPPAS1-C-20","<","50","<","5","<","8","<","19","<","6","<","6","<","4","<","4","<","50","<","3","<","206","<","17","<","11","<","22","<","3","<","19","<","20","<","6","<","10","<","500","<","9","<","18","<","14","<","500","<","3"
"Piedmont and Blue Ridge crystalline-rock aquifers","piedpas1","VA",365543080004901,"8/12/2014","PIEDPAS1-53","<","25","<","5","<","8","<","19","<","25","<","6","<","4","<","4","<","50","<","3","<","206","<","17","<","11","<","22","<","3","<","19","<","20","<","6","<","10","NA","NA","<","9","<","25","<","14","<","500","<","3"
"Glacial aquifer system","glacpas1","NH",431504072235601,"7/17/2014","GLACPAS1-31","<","10","<","5","<","8","<","19","<","10","<","6","<","4","<","4","<","50","<","3","<","206","<","17","<","11","<","22","<","3","<","19","<","20","<","6","<","10","NA","NA","<","9","<","25","<","14","<","500","<","6.8109"
"Southeastern Coastal Plain aquifer system","secppas1","AL",324046088095101,"8/13/2013","SECPPAS1-BW-29","<","9","<","5","<","8","<","19","<","6","<","6","<","4","<","4","<","50","<","3","<","206","<","17","<","11","<","22","<","3","<","19","<","20","<","6","<","10","<","500","<","9","<","50","<","14","<","500","<","3"
"Ozark Plateaus aquifer system","ozrkpas1","AR",355804092135201,"5/5/2016","OZRKPAS1-55","<","10","<","6.8","<","8","<","19","<","10","<","5.6","<","5","<","3","<","50","<","2.8","<","206","<","17","<","11","<","22","<","3.6","<","18","<","20","<","5.4","<","8.4","NA","NA","<","9","<","50","<","12","<","500","<","10"
"Northern Atlantic Coastal Plain aquifer system","nacppas2","NC",353605077483901,"9/26/2013","NACPPAS2B-17","<","10","<","5","<","8","<","19","<","6","<","6","<","4","<","4","<","50","<","3","<","250","<","17","<","11","<","22","<","3","<","19","<","20","<","6","<","10","<","500","<","9","<","18","<","14","NA","NA","<","3"
"High Plains aquifer","hpaqpas1","TX",352134101324007,"6/16/2016","HPAQPAS1-75","<","9","<","5","<","8","<","19","<","10","<","6","<","4","<","4","<","50","<","3","<","206","<","17","<","11","<","22","<","5","<","19","<","20","<","6","<","10","NA","NA","<","9","<","18","<","14","<","500","<","3"
"Basin and Range aquifers","bnrfpas1","NV",393351116000101,"9/4/2013","BNRFPAS1-25","<","10","<","5","<","8","<","19","<","10","<","6","<","4","<","4","<","50","<","3","<","206","<","17","<","11","<","22","<","3","<","19","<","20","<","6","<","10","<","500","<","9","<","18","<","14","<","500","<","8.4669"
"Biscayne aquifer","biscpas1","FL",260725080162101,"6/22/2016","BISCPAS1-15","<","10","NA","10.2447","<","8","<","19","NA","14.4591","<","5.6","<","5","<","5","<","50","<","2.8","<","206","<","17","<","11","<","25","NA","5.477","<","18","<","20","<","5.4","<","8.4","NA","NA","<","9","<","50","<","12","<","500","<","10"
"Cambrian-Ordovician aquifer system","cmorpas1","WI",444532092473701,"8/20/2014","CMORPAS1-21","<","10","NA","54.9665","<","8","<","19","<","6","<","6","<","4","<","4","<","50","<","3","<","206","<","50","<","11","<","22","<","3","<","19","<","20","<","6","<","10","NA","NA","<","9","<","18","<","14","<","500","<","3"
"Colorado Plateaus aquifers","coplpas1","NM",341547108353201,"7/24/2017","COPLPAS1-37","<","25","<","6.8","<","8","<","19","<","25","<","5.6","<","5","<","3","<","50","<","2.8","<","206","<","17","<","11","<","22","<","3.6","<","18","<","20","<","5.4","<","8.4","NA","NA","<","9","<","50","<","12","<","500","<","10"
"Southeastern Coastal Plain aquifer system","secppas1","TN",360010088252901,"6/26/2013","SECPPAS1-C-32","<","9","<","5","<","8","<","19","<","50","<","6","<","4","<","4","<","50","<","3","<","206","<","17","<","11","<","22","<","3","<","19","<","20","<","6","<","10","<","500","<","9","<","50","<","14","NA","NA","<","3"
"Basin and Range carbonate-rock aquifers","bnrcpas1","UT",415833112150701,"7/20/2015","BNRCPAS1-09","<","10","<","5","<","8","<","19","<","10","<","6","<","4","<","4","<","50","<","3","<","206","<","17","<","11","<","22","<","3","<","19","<","20","<","6","<","10","NA","NA","<","9","<","18","<","14","<","500","<","3"
"Ozark Plateaus aquifer system","ozrkpas1","MO",382203092130301,"6/30/2016","OZRKPAS1-33","<","7","<","6.8","<","8","<","19","<","50","<","5.6","<","5","<","3","<","50","<","2.8","<","206","<","50","<","11","<","22","<","3.6","<","18","<","20","<","5.4","<","8.4","NA","NA","<","9","<","50","<","12","<","500","<","10"
"Ozark Plateaus aquifer system","ozrkpas1","OK",354740094575101,"5/23/2016","OZRKPAS1-01","<","9","<","5","<","8","<","19","<","6","<","6","<","4","<","4","<","100","<","3","<","206","<","17","<","11","<","22","<","3","<","19","<","20","<","6","<","10","NA","NA","<","9","<","18","<","14","<","500","<","3"
"Biscayne aquifer","biscpas1","FL",255700080130001,"6/16/2016","BISCPAS1-22","<","9","NA","5.3887","<","8","<","19","<","10","<","6","<","4","<","4","<","50","<","3","<","206","<","17","<","11","<","22","NA","34.7103","NA","7.2607","<","20","<","6","<","10","NA","NA","<","9","<","18","<","14","<","500","<","3"
"Northern Atlantic Coastal Plain aquifer system","nacppas2","VA",365649077233801,"10/29/2013","NACPPAS2B-24","<","9","<","5","<","8","<","19","<","6","<","6","<","4","<","4","<","50","<","3","<","206","<","17","<","11","<","22","<","3","<","19","<","20","<","6","<","10","<","500","<","9","<","18","<","14","NA","NA","<","3"
"Southeastern Coastal Plain aquifer system","secppas1","SC",334947080492101,"8/22/2013","SECPPAS1-C-26","<","9","<","5","<","10","<","19","<","6","<","6","<","4","<","4","<","50","<","3","<","250","<","50","<","11","<","22","<","3","<","19","<","20","<","6","<","10","<","500","<","9","<","18","<","14","<","500","<","3"
"Ozark Plateaus aquifer system","ozrkpas1","MO",371958092540601,"6/27/2016","OZRKPAS1-31","<","9","<","5","<","8","<","19","<","6","<","6","<","4","<","4","<","50","<","3","<","206","<","17","<","11","<","22","<","3","<","19","<","20","<","6","<","10","NA","NA","<","9","<","18","<","14","<","500","<","3"
"Edwards-Trinity aquifer system","edtrpas1","TX",294815099343801,"11/14/2016","EDTRPAS1-07","<","25","<","6.8","<","8","<","19","<","10","<","5.6","<","5","<","3","<","50","<","2.8","<","206","<","17","<","11","<","25","<","3.6","<","18","<","20","<","5.4","<","8.4","NA","NA","<","9","<","50","<","12","<","500","<","10"
"Glacial aquifer system","glacpas1","IL",411432088234001,"8/26/2013","GLACPAS1-74","<","9","<","5","<","10","<","19","<","6","<","6","<","4","<","4","<","50","<","3","<","250","<","50","<","11","<","22","NA","0.9993","<","19","<","20","<","6","<","10","<","500","<","9","<","18","<","14","<","500","<","3"
"Edwards-Trinity aquifer system","edtrpas1","TX",313033097122501,"12/20/2016","EDTRPAS1-24","<","10","<","6.8","<","8","<","50","<","10","<","5.6","<","5","<","3","<","50","<","2.8","<","206","<","17","<","11","<","22","<","3.6","<","18","<","20","<","5.4","<","8.4","NA","NA","<","9","<","50","<","12","<","500","<","10"
"Columbia Plateau basin-fill and basaltic-rock aquifers","clptpas1","OR",450813118555301,"8/9/2016","CLPTPAS1-47","<","7","<","6.8","<","8","<","19","<","10","<","5.6","<","5","<","3","<","50","<","2.8","<","206","<","17","<","11","<","22","<","3.6","<","18","<","20","<","5.4","<","8.4","NA","NA","<","9","<","50","<","12","<","500","<","10"
"Glacial aquifer system","glacpas1","MN",463442096050502,"9/25/2013","GLACPAS1-23","<","9","<","5","<","8","<","19","<","10","<","6","<","4","<","4","<","50","<","3","<","206","<","17","<","11","<","22","<","3","<","19","<","20","<","6","<","10","<","500","<","9","<","50","<","14","NA","NA","<","10"
"Colorado Plateaus aquifers","coplpas1","CO",380549107453301,"6/28/2017","COPLPAS1-47","<","25","<","6.8","<","8","<","19","<","25","<","5.6","<","5","<","3","<","50","<","2.8","<","206","<","25","<","11","<","25","<","3.6","<","18","<","20","<","5.4","<","8.4","NA","NA","<","9","<","50","<","12","<","500","<","10"
"Columbia Plateau basin-fill and basaltic-rock aquifers","clptpas1","WA",471413119511401,"7/18/2016","CLPTPAS1-12","<","7","NA","9.3707","<","8","<","19","<","50","<","5.6","<","5","<","3","<","50","<","2.8","<","206","<","50","<","11","<","22","<","3.6","<","18","<","20","<","5.4","<","8.4","NA","NA","<","9","<","50","<","12","<","500","<","10"
"Columbia Plateau basin-fill and basaltic-rock aquifers","clptpas1","WA",462316119115101,"8/10/2016","CLPTPAS1-32","<","7","<","6.8","<","8","<","19","<","10","<","5.6","<","5","<","3","<","50","<","2.8","<","206","<","17","<","11","<","22","<","3.6","<","18","<","20","<","5.4","<","8.4","NA","NA","<","9","<","50","<","12","<","500","<","10"
"Biscayne aquifer","biscpas1","FL",252624080302901,"6/6/2016","BISCPAS1-39","<","7","NA","2.0489","<","8","<","19","<","10","<","5.6","<","5","<","3","<","50","<","2.8","<","206","<","50","<","11","<","22","<","3.6","<","18","<","20","<","5.4","<","8.4","NA","NA","NA","2.8047","<","50","<","12","<","500","<","10"
"Biscayne aquifer","biscpas1","FL",253103080253601,"6/8/2016","BISCPAS1-32","<","10","NA","1.9601","<","8","<","19","<","50","<","5.6","<","5","<","5","<","50","<","2.8","<","206","<","17","<","11","<","22","<","3.6","<","18","<","20","<","5.4","<","8.4","NA","NA","<","9","<","50","<","12","<","500","<","10"
"Basin and Range aquifers","bnrfpas1","AZ",345516114364901,"8/29/2013","BNRFPAS1-66","<","9","<","5","<","8","<","19","<","6","<","6","<","4","<","4","<","50","<","3","<","206","<","17","<","11","<","22","<","3","<","19","<","20","<","6","<","10","<","500","<","9","<","18","<","14","<","500","<","6.5963"
"Piedmont and Blue Ridge crystalline-rock aquifers","piedpas1","VA",371439078275101,"8/6/2014","PIEDPAS1-50","<","9","<","5","<","8","<","19","<","6","<","6","<","4","<","4","<","50","<","3","<","206","<","17","<","11","<","22","<","3","<","19","<","20","<","6","<","10","NA","NA","<","9","<","50","<","14","<","500","<","3"
"Piedmont and Blue Ridge crystalline-rock aquifers","piedpas1","AL",325740086432401,"9/30/2014","PIEDPAS1-30","<","9","<","5","<","8","<","19","<","6","<","6","<","4","<","4","<","50","<","3","<","206","<","17","<","11","<","22","<","3","<","19","<","20","<","6","<","10","NA","NA","<","9","<","18","<","14","<","500","<","3"
"High Plains aquifer","hpaqpas1","KS",392252100595401,"5/19/2015","HPAQPAS1-58","<","10","<","5","<","8","<","19","<","6","<","6","<","4","<","5","<","50","<","5","<","206","<","17","<","11","<","50","<","3","<","19","<","20","<","6","<","10","NA","NA","NA","9.663","<","25","<","14","<","500","<","3"
"Colorado Plateaus aquifers","coplpas1","CO",370033107243500,"7/13/2017","COPLPAS1-52","<","10","<","6.8","<","8","<","50","<","25","<","5.6","<","5","<","3","<","50","<","2.8","<","206","<","17","<","11","<","22","<","3.6","<","18","<","20","<","5.4","<","8.4","NA","NA","<","9","<","50","<","12","<","500","<","10"
